id
15068896029.100500
17525637301.100500
15069842821.100500
17530672058.101800
552809216.500208
17599897145.100500
17571059698.100500
18413484749.101800
17525051501.100500
17510568817.100500
11684468505.100500
13415911363.100500
657728282.500208
100014088625.517834
14196158245.100500
17574529237.100500
15852732297.517834
18363795385.100500
14260322993.991722
15848527639.991722
14169071974.109300
18338531426.290100
760996850.429400
12517272135.429400
595396691.501477
8362161172.290100
17587081099.501477
17517251669.515241
17538149581.515241
15013277330.109300
14254175194.100100
52316319.109700
14218241889.100500
16709656153.100500
18411732150.100500
93408041533.100500
11734865252.100100
11698263619.100500
12547235337.100500
11750309720.100100
6701827961.100500
18337748751.521329
5091002459.100500
17577346848.999214
15892605065.100500
1574772745.109700
14249996143.100500
57570289380.101600
17506635174.998925
4251621990.107000
18393900066.998925
17512115169.997234
12571758630.100100
8350610433.999214
17523315270.100500
18431834839.100500
1578066909.109700
10899950830.999214
16704268734.519953
16667678297.519953
17512840970.997234
12552783916.501576
8413681735.100100
17594841973.100500
17515880565.999214
15861749172.999214
16667211799.512258
13373872413.500208
1685598095.100500
15091054870.100500
18336707211.100500
15076838431.998925
11736269948.106700
15076651632.101800
11728978283.106700
17592927232.101800
16727699077.999214
4245072871.107000
10888240088.997234
17584889271.997234
2563848077.107000
12569557627.100500
5878369158.100500
17505725246.100500
15917155107.997234
17528089503.998925
17559267580.997234
4187823649.107000
17508054886.100500
10062630675.108900
15030938264.998925
574268691.500208
6737180435.100500
16691892107.511288
10099800083.101800
16749782628.101800
12568980084.998925
10045518085.103800
6674083817.521446
4192718664.100100
95032306119.100500
18373408688.100500
17518563023.109300
11715164649.517834
15914090129.520602
17579624000.100500
10004882659.100500
77591906580.109300
15070591597.100500
17578641804.103800
773509908.500208
7513960973.100100
14257051995.399900
15925650149.108500
4252445680.107000
17529777583.100500
12547146483.100500
4262007707.511288
17555296396.399900
7550330944.100500
18369765329.100500
14252813796.108900
4213994714.511288
85888072106.109300
9225150526.106700
7524605465.109300
4248804671.107000
15082186898.108900
72568802139.109300
920810273.101800
12596721675.100500
6674542783.100100
93387596186.101800
7586182842.100100
14197923223.100500
10032237557.100500
17567448462.108400
18366309425.108400
17522178858.101800
11696974666.101800
15059230769.101800
17565927460.519789
10854633731.501477
84187349960.109300
14236111003.399900
9166905773.106700
11761892593.100500
9259482813.106700
98401420122.101800
16728037045.101800
10898305277.519789
18361312942.514715
17507618162.399900
15029244959.100100
13343853862.517314
9151931244.109700
12543859038.100500
9258157289.100100
17590303080.100500
15073153937.109300
11722021720.106700
17529059017.501477
90841144138.101800
15840592759.101800
13353019489.100500
16736151455.399900
15876797614.108900
10840909209.100500
656666578.501477
12531742066.109300
17523913822.511288
13394970955.511288
15929508387.429400
15007446909.108900
17516278497.109300
15924125405.108900
11727838149.100500
13425997282.100500
17511467893.100500
99251474180.108800
15015318981.511012
18367105232.515241
14217353890.501477
15929070415.108900
15021325916.109300
85064978944.101600
10013911656.100500
16716274250.100500
10850884812.521672
14199503270.517314
100041571347.101800
15080480328.108400
17581000087.512258
16763545601.515241
12591362119.109300
6718666849.109300
13363572883.109300
17585137426.501477
12556691390.100500
13387209887.511012
1492576551.109700
559268701.109700
1491620934.109700
1472435265.109700
1123064291.109700
10065919137.109700
78235900.109700
